name,episode,location,sub_location,time
Jaime Lannister,S03E03,The Riverlands,To Harrenhal,44
Locke,S03E03,The Riverlands,To Harrenhal,44
Jaime Lannister,S03E03,The Riverlands,To Harrenhal,41
Locke,S03E03,The Riverlands,To Harrenhal,41
Brienne of Tarth,S03E03,The Riverlands,To Harrenhal,45
Jaime Lannister,S03E03,The Riverlands,To Harrenhal,45
Locke,S03E03,The Riverlands,To Harrenhal,45
Jaime Lannister,S03E03,The Riverlands,To Harrenhal,72
Locke,S03E03,The Riverlands,To Harrenhal,72
Jaime Lannister,S03E04,The Riverlands,To Harrenhal,166
Brienne of Tarth,S03E04,The Riverlands,To Harrenhal,166
Locke,S03E04,The Riverlands,To Harrenhal,166
Tyrion Lannister,S03E04,The Crownlands,King's Landing,225
Lord Varys,S03E04,The Crownlands,King's Landing,225
Tyrion Lannister,S03E04,The Crownlands,King's Landing,20
Lord Varys,S03E04,The Crownlands,King's Landing,20
Sorcerer,S03E04,The Crownlands,King's Landing,20
Grenn,S03E04,North of the Wall,Craster's Keep,77
Eddison Tollett,S03E04,North of the Wall,Craster's Keep,77
Rast,S03E04,North of the Wall,Craster's Keep,77
Gilly,S03E04,North of the Wall,Craster's Keep,9
Baby Sam,S03E04,North of the Wall,Craster's Keep,9
Gilly,S03E04,North of the Wall,Craster's Keep,58
Baby Sam,S03E04,North of the Wall,Craster's Keep,58
Samwell Tarly,S03E04,North of the Wall,Craster's Keep,58
Bran Stark,S03E04,The North,North to the Wall,49
Jojen Reed,S03E04,The North,North to the Wall,49
Bran Stark,S03E04,The North,North to the Wall,16
Catelyn Stark,S03E04,The North,North to the Wall,16
Bran Stark,S03E04,The North,North to the Wall,14
Jojen Reed,S03E04,The North,North to the Wall,14
Lord Varys,S03E04,The Crownlands,King's Landing,109
Ros,S03E04,The Crownlands,King's Landing,109
Joffrey Baratheon,S03E04,The Crownlands,King's Landing,17
Margaery Tyrell,S03E04,The Crownlands,King's Landing,17
Cersei Lannister,S03E04,The Crownlands,King's Landing,63
Olenna Tyrell,S03E04,The Crownlands,King's Landing,63
Joffrey Baratheon,S03E04,The Crownlands,King's Landing,63
Margaery Tyrell,S03E04,The Crownlands,King's Landing,63
Cersei Lannister,S03E04,The Crownlands,King's Landing,65
Olenna Tyrell,S03E04,The Crownlands,King's Landing,65
Joffrey Baratheon,S03E04,The Crownlands,King's Landing,72
Margaery Tyrell,S03E04,The Crownlands,King's Landing,72
Cersei Lannister,S03E04,The Crownlands,King's Landing,32
Olenna Tyrell,S03E04,The Crownlands,King's Landing,32
Joffrey Baratheon,S03E04,The Crownlands,King's Landing,32
Margaery Tyrell,S03E04,The Crownlands,King's Landing,32
Joffrey Baratheon,S03E04,The Crownlands,King's Landing,16
Margaery Tyrell,S03E04,The Crownlands,King's Landing,16
Cersei Lannister,S03E04,The Crownlands,King's Landing,16
Ramsay Snow,S03E04,The North,The Dreadfort,60
Theon Greyjoy,S03E04,The North,The Dreadfort,60
Ramsay Snow,S03E04,The North,The Dreadfort,162
Theon Greyjoy,S03E04,The North,The Dreadfort,162
Ramsay Snow,S03E04,The North,The Dreadfort,39
Theon Greyjoy,S03E04,The North,The Dreadfort,39
Locke,S03E04,The Riverlands,To Harrenhal,13
Jaime Lannister,S03E04,The Riverlands,To Harrenhal,13
Brienne of Tarth,S03E04,The Riverlands,To Harrenhal,13
Brienne of Tarth,S03E04,The Riverlands,To Harrenhal,121
Jaime Lannister,S03E04,The Riverlands,To Harrenhal,121
Cersei Lannister,S03E04,The Crownlands,King's Landing,167
Tywin Lannister,S03E04,The Crownlands,King's Landing,167
Olenna Tyrell,S03E04,The Crownlands,King's Landing,39
Tyrell Lady,S03E04,The Crownlands,King's Landing,39
Olenna Tyrell,S03E04,The Crownlands,King's Landing,22
Tyrell Lady,S03E04,The Crownlands,King's Landing,22
Lord Varys,S03E04,The Crownlands,King's Landing,22
Olenna Tyrell,S03E04,The Crownlands,King's Landing,76
Lord Varys,S03E04,The Crownlands,King's Landing,76
Olenna Tyrell,S03E04,The Crownlands,King's Landing,106
Lord Varys,S03E04,The Crownlands,King's Landing,106
Sansa Stark,S03E04,The Crownlands,King's Landing,168
Margaery Tyrell,S03E04,The Crownlands,King's Landing,168
Bannen,S03E04,North of the Wall,Craster's Keep,61
Jeor Mormont,S03E04,North of the Wall,Craster's Keep,61
Eddison Tollett,S03E04,North of the Wall,Craster's Keep,61
Samwell Tarly,S03E04,North of the Wall,Craster's Keep,61
Grenn,S03E04,North of the Wall,Craster's Keep,61
Rast,S03E04,North of the Wall,Craster's Keep,61
Samwell Tarly,S03E04,North of the Wall,Craster's Keep,42
Grenn,S03E04,North of the Wall,Craster's Keep,42
Eddison Tollett,S03E04,North of the Wall,Craster's Keep,42
Rast,S03E04,North of the Wall,Craster's Keep,42
Craster,S03E04,North of the Wall,Craster's Keep,21
Jeor Mormont,S03E04,North of the Wall,Craster's Keep,21
Craster,S03E04,North of the Wall,Craster's Keep,107
Jeor Mormont,S03E04,North of the Wall,Craster's Keep,107
Grenn,S03E04,North of the Wall,Craster's Keep,107
Eddison Tollett,S03E04,North of the Wall,Craster's Keep,107
Samwell Tarly,S03E04,North of the Wall,Craster's Keep,107
Rast,S03E04,North of the Wall,Craster's Keep,107
Karl Tanner,S03E04,North of the Wall,Craster's Keep,107
Karl Tanner,S03E04,North of the Wall,Craster's Keep,18
Craster,S03E04,North of the Wall,Craster's Keep,18
Samwell Tarly,S03E04,North of the Wall,Craster's Keep,18
Jeor Mormont,S03E04,North of the Wall,Craster's Keep,17
Karl Tanner,S03E04,North of the Wall,Craster's Keep,17
Craster,S03E04,North of the Wall,Craster's Keep,17
Samwell Tarly,S03E04,North of the Wall,Craster's Keep,17
Rast,S03E04,North of the Wall,Craster's Keep,17
Grenn,S03E04,North of the Wall,Craster's Keep,18
Karl Tanner,S03E04,North of the Wall,Craster's Keep,18
Samwell Tarly,S03E04,North of the Wall,Craster's Keep,18
Jeor Mormont,S03E04,North of the Wall,Craster's Keep,18
Rast,S03E04,North of the Wall,Craster's Keep,18
Eddison Tollett,S03E04,North of the Wall,Craster's Keep,18
Samwell Tarly,S03E04,North of the Wall,Craster's Keep,3
Craster,S03E04,North of the Wall,Craster's Keep,27
Jeor Mormont,S03E04,North of the Wall,Craster's Keep,27
Rast,S03E04,North of the Wall,Craster's Keep,27
Samwell Tarly,S03E04,North of the Wall,Craster's Keep,24
Gilly,S03E04,North of the Wall,Craster's Keep,24
Baby Sam,S03E04,North of the Wall,Craster's Keep,24
Rast,S03E04,North of the Wall,Craster's Keep,6
Thoros of Myr,S03E04,The Riverlands,Hollow Hill,39
Arya Stark,S03E04,The Riverlands,Hollow Hill,39
Anguy,S03E04,The Riverlands,Hollow Hill,39
Gendry,S03E04,The Riverlands,Hollow Hill,39
Thoros of Myr,S03E04,The Riverlands,Hollow Hill,49
Arya Stark,S03E04,The Riverlands,Hollow Hill,49
Anguy,S03E04,The Riverlands,Hollow Hill,49
Gendry,S03E04,The Riverlands,Hollow Hill,49
Sandor Clegane,S03E04,The Riverlands,Hollow Hill,49
Beric Dondarrion,S03E04,The Riverlands,Hollow Hill,214
Sandor Clegane,S03E04,The Riverlands,Hollow Hill,214
Thoros of Myr,S03E04,The Riverlands,Hollow Hill,214
Arya Stark,S03E04,The Riverlands,Hollow Hill,214
Gendry,S03E04,The Riverlands,Hollow Hill,214
Anguy,S03E04,The Riverlands,Hollow Hill,214
Daenerys Targaryen,S03E04,Astapor,Astapor,69
Barristan Selmy,S03E04,Astapor,Astapor,69
Missandei,S03E04,Astapor,Astapor,69
Jorah Mormont,S03E04,Astapor,Astapor,69
Kraznys mo Nakloz,S03E04,Astapor,Astapor,69
Greizhen mo Ullhor,S03E04,Astapor,Astapor,69
Drogon,S03E04,Astapor,Astapor,146
Daenerys Targaryen,S03E04,Astapor,Astapor,146
Jorah Mormont,S03E04,Astapor,Astapor,146
Kraznys mo Nakloz,S03E04,Astapor,Astapor,146
Missandei,S03E04,Astapor,Astapor,146
Barristan Selmy,S03E04,Astapor,Astapor,146
Greizhen mo Ullhor,S03E04,Astapor,Astapor,146
Daenerys Targaryen,S03E04,Astapor,Astapor,17
Jorah Mormont,S03E04,Astapor,Astapor,17
Missandei,S03E04,Astapor,Astapor,17
Barristan Selmy,S03E04,Astapor,Astapor,17
Kraznys mo Nakloz,S03E04,Astapor,Astapor,17
Drogon,S03E04,Astapor,Astapor,7
Daenerys Targaryen,S03E04,Astapor,Astapor,7
Jorah Mormont,S03E04,Astapor,Astapor,31
Daenerys Targaryen,S03E04,Astapor,Astapor,31
Barristan Selmy,S03E04,Astapor,Astapor,31
Daenerys Targaryen,S03E04,Astapor,Astapor,71
Missandei,S03E04,Astapor,Astapor,71
Jorah Mormont,S03E04,Astapor,Astapor,71
Barristan Selmy,S03E04,Astapor,Astapor,71
Daenerys Targaryen,S03E04,Astapor,Astapor,19
Missandei,S03E04,Astapor,Astapor,19
Jorah Mormont,S03E04,Astapor,Astapor,19
Drogon,S03E04,Astapor,Astapor,18
Viserion,S03E04,Astapor,Astapor,18
Rhaegal,S03E04,Astapor,Astapor,18
Thoros of Myr,S03E05,The Riverlands,Hollow Hill,179
Sandor Clegane,S03E05,The Riverlands,Hollow Hill,179
Arya Stark,S03E05,The Riverlands,Hollow Hill,179
Anguy,S03E05,The Riverlands,Hollow Hill,179
Beric Dondarrion,S03E05,The Riverlands,Hollow Hill,179
Gendry,S03E05,The Riverlands,Hollow Hill,179
Thoros of Myr,S03E05,The Riverlands,Hollow Hill,38
Sandor Clegane,S03E05,The Riverlands,Hollow Hill,38
Arya Stark,S03E05,The Riverlands,Hollow Hill,38
Anguy,S03E05,The Riverlands,Hollow Hill,38
Beric Dondarrion,S03E05,The Riverlands,Hollow Hill,38
Gendry,S03E05,The Riverlands,Hollow Hill,38
Jon Snow,S03E05,North of the Wall,Wildling Camp,132
Ygritte,S03E05,North of the Wall,Wildling Camp,132
Orell,S03E05,North of the Wall,Wildling Camp,132
Tormund Giantsbane,S03E05,North of the Wall,Wildling Camp,132
Jon Snow,S03E05,North of the Wall,Wildling Camp,32
Ygritte,S03E05,North of the Wall,Wildling Camp,32
Jon Snow,S03E05,North of the Wall,Cave Outside Wildling Camp,215
Ygritte,S03E05,North of the Wall,Cave Outside Wildling Camp,215
Beric Dondarrion,S03E05,The Riverlands,Hollow Hill,34
Thoros of Myr,S03E05,The Riverlands,Hollow Hill,34
Sandor Clegane,S03E05,The Riverlands,Hollow Hill,34
Anguy,S03E05,The Riverlands,Hollow Hill,34
Arya Stark,S03E05,The Riverlands,Hollow Hill,34
Gendry,S03E05,The Riverlands,Hollow Hill,34
Locke,S03E05,The Riverlands,Harrenhal,112
Brienne of Tarth,S03E05,The Riverlands,Harrenhal,112
Jaime Lannister,S03E05,The Riverlands,Harrenhal,112
Roose Bolton,S03E05,The Riverlands,Harrenhal,112
Qyburn,S03E05,The Riverlands,Harrenhal,99
Jaime Lannister,S03E05,The Riverlands,Harrenhal,99
Petyr Baelish,S03E05,The Crownlands,King's Landing,52
Cersei Lannister,S03E05,The Crownlands,King's Landing,52
Tyrion Lannister,S03E05,The Crownlands,King's Landing,18
Olenna Tyrell,S03E05,The Crownlands,King's Landing,18
Podrick Payne,S03E05,The Crownlands,King's Landing,18
Tyrion Lannister,S03E05,The Crownlands,King's Landing,101
Olenna Tyrell,S03E05,The Crownlands,King's Landing,101
Tyrion Lannister,S03E05,The Crownlands,King's Landing,24
Olenna Tyrell,S03E05,The Crownlands,King's Landing,24
Podrick Payne,S03E05,The Crownlands,King's Landing,24
Gendry,S03E05,The Riverlands,Hollow Hill,88
Arya Stark,S03E05,The Riverlands,Hollow Hill,88
Martyn Lannister,S03E05,The Riverlands,Riverrun,29
Willem Lannister,S03E05,The Riverlands,Riverrun,29
Rickard Karstark,S03E05,The Riverlands,Riverrun,29
Robb Stark,S03E05,The Riverlands,Riverrun,13
Talisa Maegyr,S03E05,The Riverlands,Riverrun,13
Brynden Tully,S03E05,The Riverlands,Riverrun,13
Edmure Tully,S03E05,The Riverlands,Riverrun,13
Catelyn Stark,S03E05,The Riverlands,Riverrun,13
Robb Stark,S03E05,The Riverlands,Riverrun,104
Talisa Maegyr,S03E05,The Riverlands,Riverrun,104
Brynden Tully,S03E05,The Riverlands,Riverrun,104
Edmure Tully,S03E05,The Riverlands,Riverrun,104
Catelyn Stark,S03E05,The Riverlands,Riverrun,104
Rickard Karstark,S03E05,The Riverlands,Riverrun,104
Karstark Lookout,S03E05,The Riverlands,Riverrun,104
Robb Stark,S03E05,The Riverlands,Riverrun,72
Talisa Maegyr,S03E05,The Riverlands,Riverrun,72
Edmure Tully,S03E05,The Riverlands,Riverrun,72
Catelyn Stark,S03E05,The Riverlands,Riverrun,72
Rickard Karstark,S03E05,The Riverlands,Riverrun,85
Robb Stark,S03E05,The Riverlands,Riverrun,85
Talisa Maegyr,S03E05,The Riverlands,Riverrun,85
Edmure Tully,S03E05,The Riverlands,Riverrun,85
Catelyn Stark,S03E05,The Riverlands,Riverrun,85
Brynden Tully,S03E05,The Riverlands,Riverrun,85
Arya Stark,S03E05,The Riverlands,Hollow Hill,52
Thoros of Myr,S03E05,The Riverlands,Hollow Hill,52
Arya Stark,S03E05,The Riverlands,Hollow Hill,130
Thoros of Myr,S03E05,The Riverlands,Hollow Hill,130
Beric Dondarrion,S03E05,The Riverlands,Hollow Hill,130
Selyse Baratheon,S03E05,The Crownlands,Dragonstone,33
Selyse Baratheon,S03E05,The Crownlands,Dragonstone,169
Stannis Baratheon,S03E05,The Crownlands,Dragonstone,169
Stannis Baratheon,S03E05,The Crownlands,Dragonstone,6
Stannis Baratheon,S03E05,The Crownlands,Dragonstone,97
Shireen Baratheon,S03E05,The Crownlands,Dragonstone,97
Brienne of Tarth,S03E05,The Riverlands,Harrenhal,402
Jaime Lannister,S03E05,The Riverlands,Harrenhal,402
Davos Seaworth,S03E05,The Crownlands,Dragonstone,92
Shireen Baratheon,S03E05,The Crownlands,Dragonstone,92
Daenerys Targaryen,S03E05,Yunkai,Outside Yunkai,4
Jorah Mormont,S03E05,Yunkai,Outside Yunkai,76
Barristan Selmy,S03E05,Yunkai,Outside Yunkai,76
Daenerys Targaryen,S03E05,Yunkai,Outside Yunkai,76
Daenerys Targaryen,S03E05,Yunkai,Outside Yunkai,103
Missandei,S03E05,Yunkai,Outside Yunkai,103
Grey Worm,S03E05,Yunkai,Outside Yunkai,103
Jorah Mormont,S03E05,Yunkai,Outside Yunkai,98
Barristan Selmy,S03E05,Yunkai,Outside Yunkai,98
Robb Stark,S03E05,The Riverlands,Riverrun,129
Talisa Maegyr,S03E05,The Riverlands,Riverrun,129
Sansa Stark,S03E05,The Crownlands,King's Landing,46
Margaery Tyrell,S03E05,The Crownlands,King's Landing,46
Loras Tyrell,S03E05,The Crownlands,King's Landing,46
Olyvar,S03E05,The Crownlands,King's Landing,46
Loras Tyrell,S03E05,The Crownlands,King's Landing,40
Olyvar,S03E05,The Crownlands,King's Landing,40
Petyr Baelish,S03E05,The Crownlands,King's Landing,16
Olyvar,S03E05,The Crownlands,King's Landing,16
Petyr Baelish,S03E05,The Crownlands,King's Landing,101
Sansa Stark,S03E05,The Crownlands,King's Landing,101
Tyrion Lannister,S03E05,The Crownlands,King's Landing,218
Cersei Lannister,S03E05,The Crownlands,King's Landing,218
Tywin Lannister,S03E05,The Crownlands,King's Landing,218
Samwell Tarly,S03E06,North of the Wall,South to the Wall,199
Gilly,S03E06,North of the Wall,South to the Wall,199
Baby Sam,S03E06,North of the Wall,South to the Wall,199
Osha,S03E06,The North,North to the Wall,181
Meera Reed,S03E06,The North,North to the Wall,181
Bran Stark,S03E06,The North,North to the Wall,181
Hodor,S03E06,The North,North to the Wall,181
Jojen Reed,S03E06,The North,North to the Wall,181
Rickon Stark,S03E06,The North,North to the Wall,181
Tormund Giantsbane,S03E06,North of the Wall,The Wall,23
Jon Snow,S03E06,North of the Wall,The Wall,23
Orell,S03E06,North of the Wall,The Wall,23
Ygritte,S03E06,North of the Wall,The Wall,23
Jon Snow,S03E06,North of the Wall,The Wall,181
Ygritte,S03E06,North of the Wall,The Wall,181
Tormund Giantsbane,S03E06,North of the Wall,The Wall,34
Jon Snow,S03E06,North of the Wall,The Wall,34
Ygritte,S03E06,North of the Wall,The Wall,34
Arya Stark,S03E06,The Riverlands,Hollow Hill,84
Anguy,S03E06,The Riverlands,Hollow Hill,84
Thoros of Myr,S03E06,The Riverlands,Hollow Hill,84
Arya Stark,S03E06,The Riverlands,Hollow Hill,77
Anguy,S03E06,The Riverlands,Hollow Hill,77
Thoros of Myr,S03E06,The Riverlands,Hollow Hill,77
Melisandre,S03E06,The Riverlands,Hollow Hill,77
Beric Dondarrion,S03E06,The Riverlands,Hollow Hill,190
Thoros of Myr,S03E06,The Riverlands,Hollow Hill,190
Melisandre,S03E06,The Riverlands,Hollow Hill,190
Gendry,S03E06,The Riverlands,Hollow Hill,155
Arya Stark,S03E06,The Riverlands,Hollow Hill,155
Anguy,S03E06,The Riverlands,Hollow Hill,155
Melisandre,S03E06,The Riverlands,Hollow Hill,155
Thoros of Myr,S03E06,The Riverlands,Hollow Hill,155
Beric Dondarrion,S03E06,The Riverlands,Hollow Hill,155
Tormund Giantsbane,S03E06,North of the Wall,The Wall,89
Jon Snow,S03E06,North of the Wall,The Wall,89
Ygritte,S03E06,North of the Wall,The Wall,89
Theon Greyjoy,S03E06,The North,The Dreadfort,332
Ramsay Snow,S03E06,The North,The Dreadfort,332
Robb Stark,S03E06,The Riverlands,Riverrun,123
Black Walder Rivers,S03E06,The Riverlands,Riverrun,123
Lothar Frey,S03E06,The Riverlands,Riverrun,123
Catelyn Stark,S03E06,The Riverlands,Riverrun,123
Brynden Tully,S03E06,The Riverlands,Riverrun,123
Edmure Tully,S03E06,The Riverlands,Riverrun,123
Robb Stark,S03E06,The Riverlands,Riverrun,103
Catelyn Stark,S03E06,The Riverlands,Riverrun,103
Brynden Tully,S03E06,The Riverlands,Riverrun,103
Edmure Tully,S03E06,The Riverlands,Riverrun,103
Jaime Lannister,S03E06,The Riverlands,Harrenhal,138
Brienne of Tarth,S03E06,The Riverlands,Harrenhal,138
Roose Bolton,S03E06,The Riverlands,Harrenhal,138
Tywin Lannister,S03E06,The Crownlands,King's Landing,225
Olenna Tyrell,S03E06,The Crownlands,King's Landing,225
Tormund Giantsbane,S03E06,North of the Wall,The Wall,159
Jon Snow,S03E06,North of the Wall,The Wall,159
Ygritte,S03E06,North of the Wall,The Wall,159
Orell,S03E06,North of the Wall,The Wall,159
Sansa Stark,S03E06,The Crownlands,King's Landing,94
Loras Tyrell,S03E06,The Crownlands,King's Landing,94
Cersei Lannister,S03E06,The Crownlands,King's Landing,172
Tyrion Lannister,S03E06,The Crownlands,King's Landing,172
Sansa Stark,S03E06,The Crownlands,King's Landing,41
Shae,S03E06,The Crownlands,King's Landing,41
Sansa Stark,S03E06,The Crownlands,King's Landing,4
Shae,S03E06,The Crownlands,King's Landing,4
Handmaid,S03E06,The Crownlands,King's Landing,4
Tyrion Lannister,S03E06,The Crownlands,King's Landing,4
Sansa Stark,S03E06,The Crownlands,King's Landing,57
Shae,S03E06,The Crownlands,King's Landing,57
Tyrion Lannister,S03E06,The Crownlands,King's Landing,57
Lord Varys,S03E06,The Crownlands,King's Landing,144
Petyr Baelish,S03E06,The Crownlands,King's Landing,144
Joffrey Baratheon,S03E06,The Crownlands,King's Landing,19
Ros,S03E06,The Crownlands,King's Landing,19
Sansa Stark,S03E06,The Crownlands,King's Landing,24
Shae,S03E06,The Crownlands,King's Landing,24
Ygritte,S03E06,The Wall,Top of the Wall,98
Tormund Giantsbane,S03E06,The Wall,Top of the Wall,98
Orell,S03E06,The Wall,Top of the Wall,98
Jon Snow,S03E06,The Wall,Top of the Wall,98
Ygritte,S03E06,The Wall,Top of the Wall,61
Jon Snow,S03E06,The Wall,Top of the Wall,61
Tormund Giantsbane,S03E07,The Wall,The Gift,12
Jon Snow,S03E07,The Wall,The Gift,76
Ygritte,S03E07,The Wall,The Gift,76
Jon Snow,S03E07,The Wall,The Gift,52
Orell,S03E07,The Wall,The Gift,52
Talisa Maegyr,S03E07,The Riverlands,Camp of the North,65
Robb Stark,S03E07,The Riverlands,Camp of the North,65
Catelyn Stark,S03E07,The Riverlands,Camp of the North,65
Brynden Tully,S03E07,The Riverlands,Camp of the North,65
Edmure Tully,S03E07,The Riverlands,Camp of the North,65
Talisa Maegyr,S03E07,The Riverlands,Camp of the North,8
Robb Stark,S03E07,The Riverlands,Camp of the North,8
Catelyn Stark,S03E07,The Riverlands,Camp of the North,8
Talisa Maegyr,S03E07,The Riverlands,Camp of the North,235
Robb Stark,S03E07,The Riverlands,Camp of the North,235
Ygritte,S03E07,The North,The Gift,35
Tormund Giantsbane,S03E07,The North,The Gift,35
Jon Snow,S03E07,The North,The Gift,35
Ygritte,S03E07,The North,The Gift,5
Tormund Giantsbane,S03E07,The North,The Gift,5
Jon Snow,S03E07,The North,The Gift,5
Orell,S03E07,The North,The Gift,5
Ygritte,S03E07,The North,The Gift,75
Orell,S03E07,The North,The Gift,75
Sansa Stark,S03E07,The Crownlands,King's Landing,189
Margaery Tyrell,S03E07,The Crownlands,King's Landing,189
Tyrion Lannister,S03E07,The Crownlands,King's Landing,81
Bronn,S03E07,The Crownlands,King's Landing,81
Tywin Lannister,S03E07,The Crownlands,King's Landing,208
Joffrey Baratheon,S03E07,The Crownlands,King's Landing,208
Jorah Mormont,S03E07,Yunkai,Outside Yunkai,74
Daenerys Targaryen,S03E07,Yunkai,Outside Yunkai,74
Barristan Selmy,S03E07,Yunkai,Outside Yunkai,74
Grey Worm,S03E07,Yunkai,Outside Yunkai,74
Razdal mo Eraz,S03E07,Yunkai,Outside Yunkai,30
Missandei,S03E07,Yunkai,Outside Yunkai,3
Missandei,S03E07,Yunkai,Outside Yunkai,222
Jorah Mormont,S03E07,Yunkai,Outside Yunkai,222
Daenerys Targaryen,S03E07,Yunkai,Outside Yunkai,222
Razdal mo Eraz,S03E07,Yunkai,Outside Yunkai,222
Grey Worm,S03E07,Yunkai,Outside Yunkai,222
Barristan Selmy,S03E07,Yunkai,Outside Yunkai,222
Drogon,S03E07,Yunkai,Outside Yunkai,222
Viserion,S03E07,Yunkai,Outside Yunkai,222
Rhaegal,S03E07,Yunkai,Outside Yunkai,222
Jorah Mormont,S03E07,Yunkai,Outside Yunkai,19
Daenerys Targaryen,S03E07,Yunkai,Outside Yunkai,19
Barristan Selmy,S03E07,Yunkai,Outside Yunkai,19
Daenerys Targaryen,S03E07,Yunkai,Outside Yunkai,11
Drogon,S03E07,Yunkai,Outside Yunkai,11
Shae,S03E07,The Crownlands,King's Landing,135
Tyrion Lannister,S03E07,The Crownlands,King's Landing,135
Melisandre,S03E07,The Crownlands,Blackwater Bay,98
Gendry,S03E07,The Crownlands,Blackwater Bay,98
Arya Stark,S03E07,The Riverlands,Hollow Hill,58
Beric Dondarrion,S03E07,The Riverlands,Hollow Hill,58
Thoros of Myr,S03E07,The Riverlands,Hollow Hill,58
Arya Stark,S03E07,The Riverlands,Hollow Hill,17
Beric Dondarrion,S03E07,The Riverlands,Hollow Hill,17
Thoros of Myr,S03E07,The Riverlands,Hollow Hill,17
Anguy,S03E07,The Riverlands,Hollow Hill,17
Arya Stark,S03E07,The Riverlands,Hollow Hill,29
Beric Dondarrion,S03E07,The Riverlands,Hollow Hill,29
Thoros of Myr,S03E07,The Riverlands,Hollow Hill,29
Beric Dondarrion,S03E07,The Riverlands,Hollow Hill,2
Arya Stark,S03E07,The Riverlands,Hollow Hill,19
Arya Stark,S03E07,The Riverlands,Hollow Hill,13
Sandor Clegane,S03E07,The Riverlands,Hollow Hill,13
Brienne of Tarth,S03E07,The Riverlands,Harrenhal,92
Jaime Lannister,S03E07,The Riverlands,Harrenhal,92
Roose Bolton,S03E07,The Riverlands,Harrenhal,48
Jaime Lannister,S03E07,The Riverlands,Harrenhal,48
Qyburn,S03E07,The Riverlands,Harrenhal,48
Jaime Lannister,S03E07,The Riverlands,Harrenhal,22
Locke,S03E07,The Riverlands,Harrenhal,22
Qyburn,S03E07,The Riverlands,Harrenhal,22
Theon Greyjoy,S03E07,The North,The Dreadfort,231
Myranda,S03E07,The North,The Dreadfort,231
Violet,S03E07,The North,The Dreadfort,231
Theon Greyjoy,S03E07,The North,The Dreadfort,92
Myranda,S03E07,The North,The Dreadfort,92
Violet,S03E07,The North,The Dreadfort,92
Ramsay Snow,S03E07,The North,The Dreadfort,92
Jon Snow,S03E07,The North,The Gift,18
Ygritte,S03E07,The North,The Gift,18
Tormund Giantsbane,S03E07,The North,The Gift,11
Jon Snow,S03E07,The North,The Gift,208
Ygritte,S03E07,The North,The Gift,208
Meera Reed,S03E07,The North,North to the Wall,238
Hodor,S03E07,The North,North to the Wall,238
Osha,S03E07,The North,North to the Wall,238
Bran Stark,S03E07,The North,North to the Wall,238
Rickon Stark,S03E07,The North,North to the Wall,238
Jojen Reed,S03E07,The North,North to the Wall,238
Qyburn,S03E07,The Riverlands,South to King's Landing,164
Jaime Lannister,S03E07,The Riverlands,South to King's Landing,164
Qyburn,S03E07,The Riverlands,South to King's Landing,68
Jaime Lannister,S03E07,The Riverlands,South to King's Landing,68
Steelshanks Walton,S03E07,The Riverlands,South to King's Landing,68
Jaime Lannister,S03E07,The Riverlands,Harrenhal,29
Steelshanks Walton,S03E07,The Riverlands,Harrenhal,29
Jaime Lannister,S03E07,The Riverlands,Harrenhal,3
Jaime Lannister,S03E07,The Riverlands,Harrenhal,78
Brienne of Tarth,S03E07,The Riverlands,Harrenhal,78
The Bear,S03E07,The Riverlands,Harrenhal,78
Locke,S03E07,The Riverlands,Harrenhal,78
Qyburn,S03E07,The Riverlands,Harrenhal,78
Jaime Lannister,S03E07,The Riverlands,Harrenhal,55
Brienne of Tarth,S03E07,The Riverlands,Harrenhal,55
The Bear,S03E07,The Riverlands,Harrenhal,55
Locke,S03E07,The Riverlands,Harrenhal,55
Qyburn,S03E07,The Riverlands,Harrenhal,55
Steelshanks Walton,S03E07,The Riverlands,Harrenhal,55
Jaime Lannister,S03E07,The Riverlands,Harrenhal,55
Brienne of Tarth,S03E07,The Riverlands,Harrenhal,55
Locke,S03E07,The Riverlands,Harrenhal,55
Jaime Lannister,S03E07,The Riverlands,Harrenhal,20
Brienne of Tarth,S03E07,The Riverlands,Harrenhal,20
Locke,S03E07,The Riverlands,Harrenhal,20
Qyburn,S03E07,The Riverlands,Harrenhal,20
Steelshanks Walton,S03E07,The Riverlands,Harrenhal,20
The Bear,S03E07,The Riverlands,Harrenhal,5
Arya Stark,S03E08,The Riverlands,Red Fork,55
Sandor Clegane,S03E08,The Riverlands,Red Fork,55
Arya Stark,S03E08,The Riverlands,Red Fork,112
Sandor Clegane,S03E08,The Riverlands,Red Fork,112
Daenerys Targaryen,S03E08,Yunkai,Outside Yunkai,66
Jorah Mormont,S03E08,Yunkai,Outside Yunkai,66
Barristan Selmy,S03E08,Yunkai,Outside Yunkai,66
Grey Worm,S03E08,Yunkai,Outside Yunkai,66
Barristan Selmy,S03E08,Yunkai,Outside Yunkai,185
Missandei,S03E08,Yunkai,Outside Yunkai,185
Mero,S03E08,Yunkai,Outside Yunkai,185
Prendahl na Ghezn,S03E08,Yunkai,Outside Yunkai,185
Daario Naharis,S03E08,Yunkai,Outside Yunkai,185
Daenerys Targaryen,S03E08,Yunkai,Outside Yunkai,185
Jorah Mormont,S03E08,Yunkai,Outside Yunkai,185
Grey Worm,S03E08,Yunkai,Outside Yunkai,185
Barristan Selmy,S03E08,Yunkai,Outside Yunkai,4
Missandei,S03E08,Yunkai,Outside Yunkai,4
